,url
2112,https://english.kyodonews.net/news/2022/01/dd0f0f772337-coronavirus-pandemic-latest-jan-11-2022.html
2113,https://english.kyodonews.net/news/2022/01/d395df704a60-toyota-softbank-group-among-top-tier-firms-in-tokyo-bourse-shakeup.html
2114,https://english.kyodonews.net/news/2022/01/974eab354bf9-japan-set-to-maintain-entry-ban-at-least-until-end-of-feb.html
2115,https://english.kyodonews.net/news/2022/01/82389f04b51a-kyodo-news-digest-jan-11-2022--1-.html
2116,https://english.kyodonews.net/news/2022/01/53e071ba7025-soccer-54-year-old-miura-joins-4th-tier-club-led-by-his-brother.html
2117,https://english.kyodonews.net/news/2022/01/d2cb6ca8f4c0-tokyo-court-tosses-suit-by-3-taiwanese-to-restore-japan-nationality.html
2118,https://english.kyodonews.net/news/2022/01/fcf7156dabee-breaking-news-north-korea-fires-projectile-japan-govt.html
2119,https://english.kyodonews.net/news/2022/01/c52d86e038d0-sumo-terunofuji-wins-3rd-straight-ozeki-shodai-takakeisho-fall.html
2120,https://english.kyodonews.net/news/2022/01/592eaaba3876-urgent-moon-says-concerned-by-n-koreas-missile-launches-ahead-of-election.html
2121,https://english.kyodonews.net/news/2022/01/bce3eddd22c1-tokyo-theater-showing-foreign-film-masterpieces-nearly-50-yrs-closing.html
2122,https://english.kyodonews.net/news/2022/01/28527e8b7be8-focus-covid-vaccination-requests-at-work-pose-worry-in-japans-booster-push.html
2123,https://english.kyodonews.net/news/2022/01/123013fe133c-mizuho-hit-by-issues-with-online-business-banking-services.html
2124,https://english.kyodonews.net/news/2022/01/b23136b008c7-breaking-news-japanese-gymnast-kohei-uchimura-to-retire-from-competition.html
2125,https://english.kyodonews.net/news/2022/01/e5f5febd904f-tennis-star-djokovic-wins-court-battle-to-stay-in-australia.html
2126,https://english.kyodonews.net/news/2022/01/4b270f28e0af-coronavirus-pandemic-latest-jan-10-2022.html
2127,https://english.kyodonews.net/news/2022/01/19d6f4cd1c20-covid-border-steps-force-300-foreigners-to-decline-japan-teacher-jobs.html
2128,https://english.kyodonews.net/news/2022/01/58c0de533a96-japan-to-help-indonesia-cut-emissions-with-ammonia.html
2129,https://english.kyodonews.net/news/2022/01/fd653475de35-japan-to-keep-strict-border-rules-till-feb-amid-omicron-spread.html
2130,https://english.kyodonews.net/news/2022/01/2292030c987e-tianjin-near-beijing-testing-residents-for-virus-ahead-of-olympics.html
2131,https://english.kyodonews.net/news/2022/01/1b7102df2d7c-kyodo-news-digest-jan-10-2022--1-.html
2132,https://english.kyodonews.net/news/2022/01/6e2a07961f36-sumo-terunofuji-stays-perfect-takakeisho-takes-upset-loss-on-day-2.html
2133,https://english.kyodonews.net/news/2022/01/93f1b0f499eb-japans-drive-my-car-wins-golden-globe-for-best-non-english-film.html
2134,https://english.kyodonews.net/news/2022/01/977c801aac18-suu-kyi-gets-more-prison-time-over-illegal-import-of-walkie-talkies.html
2135,https://english.kyodonews.net/news/2022/01/b581b14f30c5-feature-tokyo-same-sex-partnership-plans-highlight-road-ahead-for-lgbtq-rights.html
2136,https://english.kyodonews.net/news/2022/01/93b9fa30ee03-basketball-hachimura-makes-nba-season-debut-for-wizards.html
2137,https://english.kyodonews.net/news/2022/01/2934567d8c32-ski-jumping-japan-2nd-at-team-world-cup-in-austria.html
2138,https://english.kyodonews.net/news/2022/01/d99fb1bd289e-govt-to-raise-5-tril-yen-via-stock-sales-for-2011-quake-recovery.html
2139,https://english.kyodonews.net/news/2022/01/7e3de89004f5-70-of-japan-firms-keep-expand-business-in-myanmar-even-after-coup.html
2140,https://english.kyodonews.net/news/2022/01/a43824de6548-coronavirus-pandemic-latest-jan-9-2022.html
2141,https://english.kyodonews.net/news/2022/01/d81d429ab6be-japan-will-not-seek-immigration-law-amendment-before-summer-election.html
2142,https://english.kyodonews.net/news/2022/01/495a7291725f-japans-covid-quasi-emergency-takes-effect-in-3-areas-as-cases-spike.html
2143,https://english.kyodonews.net/news/2022/01/7de7d086005c-kyodo-news-digest-jan-9-2022--1-.html
2144,https://english.kyodonews.net/news/2022/01/0fba1531e910-sumo-unflappable-terunofuji-wins-tough-opening-challenge.html
2145,https://english.kyodonews.net/news/2022/01/357d10da7db0-snowboarding-japans-hirano-tomita-win-world-cup-halfpipe-golds.html
2146,https://english.kyodonews.net/news/2022/01/1c3f34c991a5-man-arrested-after-holding-yakiniku-restaurant-manager-hostage.html
2147,https://english.kyodonews.net/news/2022/01/763352cca04b-drive-my-car-given-top-prize-3-others-by-us-film-critic-society.html
2148,https://english.kyodonews.net/news/2022/01/f1a514bbe9e7-world-gets-taste-for-japanese-gin-as-exports-hit-record-high-in-2021.html
2149,https://english.kyodonews.net/news/2022/01/c3c82f962f5a-nordic-combined-nakamura-secures-runner-up-finish-at-world-cup.html
2150,https://english.kyodonews.net/news/2022/01/bb1397260f18-soccer-okugawa-nets-for-3rd-straight-game-in-bielefeld-draw.html
2151,https://english.kyodonews.net/news/2022/01/9ffbed1995e5-nippon-life-to-encourage-more-firms-to-reduce-co2-emissions.html
2152,https://english.kyodonews.net/news/2022/01/07c6947e6eed-japans-post-olympic-skateboard-boom-not-yet-dispelling-old-prejudices.html
2153,https://english.kyodonews.net/news/2022/01/14beebc088f3-breaking-news-tokyos-daily-coronavirus-cases-rise-to-1224-highest-in-4-months.html
2154,https://english.kyodonews.net/news/2022/01/31d862ea3f50-coronavirus-pandemic-latest-jan-8-2022.html
2155,https://english.kyodonews.net/news/2022/01/db300cd6cb65-rugby-folau-stars-as-shining-arcs-win-thrilling-league-one-opener.html
2156,https://english.kyodonews.net/news/2022/01/e7bbcde92eab-global-tax-reform-deal-to-require-us-participation-to-be-effective.html
2157,https://english.kyodonews.net/news/2022/01/3ee6bf9fecd0-kyodo-news-digest-jan-8-2022--1-.html
2158,https://english.kyodonews.net/news/2022/01/f6568399b038-tennis-osaka-out-of-melbourne-summer-set-1-with-abdominal-injury.html
2159,https://english.kyodonews.net/news/2022/01/38390593b798-japan-struggling-to-hold-coming-of-age-day-events-due-to-covid-surge.html
2160,https://english.kyodonews.net/news/2022/01/db34dccaea9b-japanese-prosecutors-conduct-remote-questioning-amid-pandemic.html
2161,https://english.kyodonews.net/news/2022/01/9eead55fe76b-japan-overturns-decision-to-cancel-us-drone-acquisition.html
2162,https://english.kyodonews.net/news/2022/01/13605e97f412-japan-eyes-covid-boosters-for-olympic-athletes-ahead-of-beijing-games.html
2163,https://english.kyodonews.net/news/2022/01/89d60e07c2ac-update1-cambodian-pm-becomes-1st-foreign-leader-to-visit-myanmar-since-coup.html
2164,https://english.kyodonews.net/news/2022/01/2941e05daede-over-200-in-tokyo-sent-to-hospitals-after-falling-due-to-snow-ice.html
2165,https://english.kyodonews.net/news/2022/01/fffb69cff3f5-coronavirus-pandemic-latest-jan-7-2022.html
2166,https://english.kyodonews.net/news/2022/01/cc8dc970049c-soccer-japan-to-grant-china-saudi-teams-entry-for-world-cup-qfiers.html
2167,https://english.kyodonews.net/news/2022/01/68b983c99441-tennis-osaka-into-semifinals-at-melbourne-summer-set-1.html
2168,https://english.kyodonews.net/news/2022/01/d8bdde67e7e1-japan-to-impose-covid-quasi-emergency-on-3-areas-hosting-us-bases.html
2169,https://english.kyodonews.net/news/2022/01/4947209e90a0-australia-pulls-czech-tennis-players-visa-after-djokovic-report.html
2170,https://english.kyodonews.net/news/2022/01/7e83011d19f6-update1-tokyo-to-temporarily-shut-panda-zoo-public-spots-due-to-virus-surge.html
2171,https://english.kyodonews.net/news/2022/01/6642c6323fc6-kyodo-news-digest-jan-7-2022--1-.html
2172,https://english.kyodonews.net/news/2022/01/8d3f2cadd382-japan-us-begin-security-talks-with-china-in-sight.html
2173,https://english.kyodonews.net/news/2022/01/767355f07da3-urgent-n-korea-vows-not-to-participate-in-beijing-winter-olympics.html
2174,https://english.kyodonews.net/news/2022/01/43c31ba97a31-japanese-billionaire-maezawa-to-explore-mariana-trench.html
2175,https://english.kyodonews.net/news/2022/01/449a9d5db42d-japan-and-beyond-week-in-photos---january-17.html
2176,https://english.kyodonews.net/news/2022/01/f653b2e63ac8-ski-jumping-kobayashi-wins-four-hills-misses-historic-sweep-double.html
2177,https://english.kyodonews.net/news/2022/01/08cf94af977c-masters-champion-matsuyama-sees-bright-future-for-japanese-golf.html
2178,https://english.kyodonews.net/news/2022/01/1e67e7dd6cfd-feature-is-the-uncanny-valley-good-for-a-future-metaverse.html
2179,https://english.kyodonews.net/news/2022/01/5fe2ea18783a-us-marks-1-year-anniversary-of-deadly-capitol-attack.html
2180,https://english.kyodonews.net/news/2022/01/22387408fd53-breaking-news-heavy-snow-warning-issued-in-central-tokyo-for-1st-time-in-4-yrs.html
2181,https://english.kyodonews.net/news/2022/01/091860e341de-3-japan-prefectures-with-us-bases-request-covid-quasi-emergency.html
2182,https://english.kyodonews.net/news/2022/01/7ec51b18f01c-transgender-woman-referred-to-prosecutors-for-using-osaka-ladies-room.html
2183,https://english.kyodonews.net/news/2022/01/b5a1e0d8d6f8-coronavirus-pandemic-latest-jan-6-2022.html
2184,https://english.kyodonews.net/news/2022/01/d091488fb673-covid-rules-see-tennis-star-djokovic-denied-entry-to-australia.html
2185,https://english.kyodonews.net/news/2022/01/79fa55017c0c-12000-sign-petition-to-ease-japans-tight-entry-rules-over-omicron.html
2186,https://english.kyodonews.net/news/2022/01/8077606dff94-kyodo-news-digest-jan-6-2022--1-.html
2187,https://english.kyodonews.net/news/2022/01/7847ad9e6e13-tennis-returning-osaka-reaches-qfinals-at-melbourne-summer-set-1.html
2188,https://english.kyodonews.net/news/2022/01/bafa761d68bf-update2-nikkei-plunges-nearly-3-sharpest-drop-in-over-6-months.html
2189,https://english.kyodonews.net/news/2022/01/af5f643b2cf3-japan-australia-to-sign-defense-cooperation-pact-amid-chinas-rise.html
2190,https://english.kyodonews.net/news/2022/01/3ad8382c8c37-urgent-tokyo-logs-641-daily-covid-cases-highest-level-in-over-3-months.html
2191,https://english.kyodonews.net/news/2022/01/e4c44701daea-japan-vows-to-boost-nuclear-tech-development-in-energy-talks-with-us.html
2192,https://english.kyodonews.net/news/2022/01/4702b1577a6b-rugby-japans-new-league-set-for-kickoff-with-lofty-target-in-sight.html
2193,https://english.kyodonews.net/news/2022/01/f0027da68148-urgent-okinawas-daily-covid-cases-to-climb-close-to-1000-on-thurs.html
2194,https://english.kyodonews.net/news/2022/01/cb4ee1d32cfd-urgent-japans-hayashi-requests-us-bases-impose-curfews-amid-covid-spread.html
2195,https://english.kyodonews.net/news/2022/01/9ea56c5b95d3-afghan-evacuee-in-japan-would-return-home-if-taliban-change-policy.html
2196,https://english.kyodonews.net/news/2022/01/947021186103-urgent-korea-confirms-testing-newly-developed-hypersonic-missile.html
2197,https://english.kyodonews.net/news/2022/01/b85c9d52056e-ski-jumping-kobayashi-stays-on-course-for-2nd-career-four-hills-sweep.html
2198,https://english.kyodonews.net/news/2022/01/28eb26e50b0d-focus-japan-parents-weigh-pros-cons-as-vaccine-approval-for-kids-in-sight.html
2199,https://english.kyodonews.net/news/2022/01/37c67a80585a-tiger-attacks-3-workers-at-safari-park-north-of-tokyo.html
2200,https://english.kyodonews.net/news/2022/01/da33e99ff2ed-breaking-news-n-korea-fires-what-appears-to-be-ballistic-missile-japan-govt.html
2201,https://english.kyodonews.net/news/2022/01/e0b7d967779b-coronavirus-pandemic-latest-jan-5-2022.html
2202,https://english.kyodonews.net/news/2022/01/0125735bce94-okinawa-to-request-quasi-state-of-emergency-amid-covid-infection-rise.html
2203,https://english.kyodonews.net/news/2022/01/b7fbf97fd443-rugby-coronavirus-infections-cancel-league-one-opener.html
2204,https://english.kyodonews.net/news/2022/01/96abf7107327-japan-pm-calls-for-aggressive-wage-hikes-in-push-for-redistribution.html
2205,https://english.kyodonews.net/news/2022/01/292dec2ff0a0-kyodo-news-digest-jan-5-2022--1-.html
2206,https://english.kyodonews.net/news/2022/01/ea8409ef9f4c-japan-australia-to-hold-summit-thurs-sign-defense-agreement.html
2207,https://english.kyodonews.net/news/2022/01/b986153061ce-toyota-outsells-gm-in-us-in-2021-to-clinch-top-spot-for-1st-time.html
2208,https://english.kyodonews.net/news/2022/01/19aec5d071e8-breaking-news-tokyo-logs-390-daily-covid-cases-more-than-double-tues-level.html
2209,https://english.kyodonews.net/news/2022/01/ef4850e50631-breaking-news-sony-group-to-set-up-new-ev-unit-mulls-entering-market-ceo.html
2210,https://english.kyodonews.net/news/2022/01/9125c0feec94-japan-regional-banks-launch-system-to-monitor-ship-to-ship-transfers.html
2211,https://english.kyodonews.net/news/2022/01/2c92dfc9a34e-feature-sony-music-leading-industry-in-supporting-mental-wellbeing-of-artists.html
2212,https://english.kyodonews.net/news/2022/01/1f7519eeef67-basketball-raptors-watanabe-enters-nbas-covid-19-protocol.html
2213,https://english.kyodonews.net/news/2022/01/ec0f2b1056a7-us-signals-displeasure-as-tesla-opens-showroom-in-chinas-xinjiang.html
2214,https://english.kyodonews.net/news/2022/01/e97ff42f8ec6-us-sees-omicron-variant-accounting-for-95-of-covid-19-cases.html
2215,https://english.kyodonews.net/news/2022/01/1938685bd262-motorcycle-shipments-in-japan-appear-to-have-hit-23-yr-high-in-2021.html
2216,https://english.kyodonews.net/news/2022/01/8f8d2c66b6df-coronavirus-pandemic-latest-jan-4-2022.html
2217,https://english.kyodonews.net/news/2022/01/5499a3211a20-teenager-1st-to-use-hospitals-confidential-birth-system.html
2218,https://english.kyodonews.net/news/2022/01/d370016b8420-tokyos-daily-coronavirus-cases-top-100-for-2nd-day-in-row.html
2219,https://english.kyodonews.net/news/2022/01/37d35cab7298-kyodo-news-digest-jan-4-2022--1-.html
2220,https://english.kyodonews.net/news/2022/01/4af0b75c9aab-sumo-former-ozeki-takayasu-tagonoura-stable-to-miss-new-year-tourney.html
2221,https://english.kyodonews.net/news/2022/01/0135ef80e627-tokyo-stocks-start-2022-higher-on-wall-st-gains-weaker-yen.html
2222,https://english.kyodonews.net/news/2022/01/5218695a772f-n-korea-defector-likely-crossed-border-back-to-north-s-korea.html
2223,https://english.kyodonews.net/news/2022/01/151bfd673596-breaking-news-kishida-plans-no-overseas-trips-before-regular-diet-session.html
2224,https://english.kyodonews.net/news/2022/01/8e3d0dd6d2a3-japan-starts-years-1st-day-of-work-amid-omicron-fears.html
2225,https://english.kyodonews.net/news/2022/01/7fa35ba875a9-urgent-m63-quake-hits-south-of-tokyo-strong-shaking-in-ogasawara-islands.html
2226,https://english.kyodonews.net/news/2022/01/bdf95aaec999-5-nations-including-us-russia-china-vow-to-prevent-nuclear-war.html
2227,https://english.kyodonews.net/news/2022/01/2e1a41a08cf0-olympics-snowboarding-to-give-japan-an-edge-as-hanyu-chases-history.html
2228,https://english.kyodonews.net/news/2022/01/d3c51c503d75-pandemic-fears-grow-1-month-ahead-of-beijing-olympics-upset-china.html
2229,https://english.kyodonews.net/news/2022/01/51775828310b-us-oks-pfizers-covid-19-booster-shot-to-children-aged-12-or-older.html
2230,https://english.kyodonews.net/news/2022/01/143ca09ea214-apple-becomes-1st-us-firm-with-3-trillion-market-value.html
2231,https://english.kyodonews.net/news/2022/01/ac0b14eb1134-earthquake-alert.html
2232,https://english.kyodonews.net/news/2022/01/8089a69a7dd1-breaking-news-tokyos-daily-coronavirus-cases-top-100-for-1st-time-in-3-months.html
2233,https://english.kyodonews.net/news/2022/01/a9bbe3afd959-coronavirus-pandemic-latest-jan-3-2022.html
2234,https://english.kyodonews.net/news/2022/01/a8c4d4e40e5e-travelers-returning-from-new-year-holidays-crowd-roads-airports.html
2235,https://english.kyodonews.net/news/2022/01/1782782678a2-m60-quake-hits-off-eastern-taiwan.html
2236,https://english.kyodonews.net/news/2022/01/dc041806af3b-kyodo-news-digest-jan-3-2022--1-.html
2237,https://english.kyodonews.net/news/2022/01/ee218a1ca03e-another-hong-kong-news-outlet-to-shut-as-media-crackdown-continues.html
2238,https://english.kyodonews.net/news/2022/01/d159173c7ecd-s-korea-opposition-suspends-presidential-campaign-for-overhaul.html
2239,https://english.kyodonews.net/news/2022/01/54a29acc6a58-athletics-aoyama-gakuin-wins-98th-hakone-ekiden-field-in-record-time.html
2240,https://english.kyodonews.net/news/2022/01/6d1dca89711e-focus-sino-us-growing-tensions-may-jeopardize-security-in-e-asia-in-2022.html
2241,https://english.kyodonews.net/news/2022/01/5d9e65fcfe63-pentagon-chief-tests-positive-for-covid-19-symptoms-mild.html
2242,https://english.kyodonews.net/news/2022/01/48aab3e4b819-84-of-firms-in-japan-see-economic-growth-in-2022.html
2243,https://english.kyodonews.net/news/2022/01/a74b8e49e146-coronavirus-pandemic-latest-jan-2-2022.html
2244,https://english.kyodonews.net/news/2022/01/cc77226a5576-japan-logs-554-daily-covid-19-cases-new-high-since-omicron-spread.html
2245,https://english.kyodonews.net/news/2022/01/d0aa587ef82a-chi-myong-gwan-who-informed-world-of-oppression-in-s-korea-dies.html
2246,https://english.kyodonews.net/news/2022/01/91af376d414a-kyodo-news-digest-jan-2-2022--1-.html
2247,https://english.kyodonews.net/news/2022/01/569b48e2110f-athletics-aoyama-gakuin-takes-1st-day-tokyo-hakone-ekiden-lead.html
2248,https://english.kyodonews.net/news/2022/01/65ba724b48c3-soccer-54-year-old-miura-closing-in-on-move-to-4th-tier-suzuka.html
2249,https://english.kyodonews.net/news/2022/01/470a5632ca96-worlds-oldest-person-in-japan-celebrates-119th-birthday.html
2250,https://english.kyodonews.net/news/2022/01/c05eef2b6851-ratings-for-nhks-year-end-kohaku-music-show-hit-record-low.html
2251,https://english.kyodonews.net/news/2022/01/d50fea5da7ea-ski-jumping-kobayashi-goes-back-to-back-with-2nd-four-hills-win.html
2252,https://english.kyodonews.net/news/2022/01/31ab95cde3c2-feature-hong-kongs-vibrant-arts-scene-faces-threats-under-new-laws.html
2253,https://english.kyodonews.net/news/2022/01/16240ff785d2-focus-mental-health-issues-show-women-bear-brunt-of-japan-monarchy-system.html
2254,https://english.kyodonews.net/news/2022/01/ad1fec239c7f-coronavirus-pandemic-latest-jan-1-2022.html
2255,https://english.kyodonews.net/news/2022/01/e52b47c1796e-over-220-flights-canceled-in-hokkaido-due-to-heavy-snow.html
2256,https://english.kyodonews.net/news/2022/01/0c140760c2cc-record-235-covid-19-cases-reported-from-us-forces-in-okinawa.html
2257,https://english.kyodonews.net/news/2022/01/5ed65c0bd480-kyodo-news-digest-jan-1-2022--1-.html
2258,https://english.kyodonews.net/news/2022/01/2a3b2e5dfb68-kim-says-n-korea-achieved-victory-in-2021-despite-uncertainties.html
2259,https://english.kyodonews.net/news/2022/01/e728ef98ec10-japan-research-body-mitsubishi-to-collaborate-on-us-fast-reactor.html
2260,https://english.kyodonews.net/news/2022/01/c6c0bb8afc82-taiwans-president-urges-beijing-to-abandon-military-adventurism.html
2261,https://english.kyodonews.net/news/2022/01/fbd6e09759d2-in-photos-people-celebrate-new-year-in-japan-and-beyond.html
2262,https://english.kyodonews.net/news/2022/01/b1ef1cecab86-soccer-j-league-trio-maeda-hatate-ideguchi-join-celtic.html
2263,https://english.kyodonews.net/news/2022/01/049a88d446fe-european-nations-us-report-record-covid-19-cases-as-omicron-spreads.html
2264,https://english.kyodonews.net/news/2022/01/3ed61a024af9-olympics-sapporo-could-lock-up-2030-winter-olympics-in-2022-sources.html
2265,https://english.kyodonews.net/news/2022/01/07e985495411-japan-business-leaders-voice-resolve-to-tackle-key-growth-challenges.html
2266,https://english.kyodonews.net/news/2022/01/52ea69709457-japan-and-beyond-week-in-photos---december-2531.html
2267,https://english.kyodonews.net/news/2022/01/264e1fd12b50-japan-pm-kishida-vows-focus-on-covid-19-response-new-capitalism.html
2268,https://english.kyodonews.net/news/2022/01/d38eafedd59b-emperor-naruhito-shares-peoples-pain-hope-amid-pandemic.html
2269,https://english.kyodonews.net/news/2021/12/7f78489e6ce6-coronavirus-pandemic-latest-dec-31-2021.html
2270,https://english.kyodonews.net/news/2021/12/b2dde51beb46-boxing-ioka-holds-off-fukunaga-in-wbo-super-flyweight-title-defense.html
2271,https://english.kyodonews.net/news/2021/12/f559b187581d-tokyo-reports-78-new-covid-19-cases-highest-since-early-october.html
2272,https://english.kyodonews.net/news/2021/12/ec9370e4b427-xi-vows-to-make-beijing-olympics-success-despite-diplomatic-boycott.html
2273,https://english.kyodonews.net/news/2021/12/8c6fd275a13f-all-us-forces-personnel-to-take-virus-test-after-arrival-in-japan.html
2274,https://english.kyodonews.net/news/2021/12/8ce487d2fc6e-kyodo-news-digest-dec-31-2021--1-.html
2275,https://english.kyodonews.net/news/2021/12/54b0588fc099-worlds-1st-wooden-satellite-planned-in-japan-for-2023-launch.html
2276,https://english.kyodonews.net/news/2021/12/0a50ad3f56ba-summer-gathering-for-un-nuclear-non-proliferation-talks-explored.html
2277,https://english.kyodonews.net/news/2021/12/acca6d50f613-focus-rceps-fruits-come-with-challenge-of-keeping-china-in-check.html
2278,https://english.kyodonews.net/news/2021/12/4761bd0d6143-baseball-more-laurels-for-ohtani-as-athlete-of-the-year.html
2279,https://english.kyodonews.net/news/2021/12/f9148c06767f-mizuho-hit-by-system-failure-despite-pledge-to-improve-operations.html
2280,https://english.kyodonews.net/news/2021/12/21ba67f68978-speed-skating-takagi-ichonohe-book-olympic-1500-spots.html
2281,https://english.kyodonews.net/news/2021/12/507f82308998-karate-8-japan-team-members-infected-with-omicron-variant.html
2282,https://english.kyodonews.net/news/2021/12/e93232037c5e-biden-putin-hold-phone-talks-amid-ukraine-standoff.html
2283,https://english.kyodonews.net/news/2021/12/771a0db21ce6-update1-2-hong-kong-pro-democracy-journalists-charged-with-sedition.html
2284,https://english.kyodonews.net/news/2021/12/d0be2f5dd3b2-coronavirus-pandemic-latest-dec-30-2021.html
2285,https://english.kyodonews.net/news/2021/12/67694605156b-kishida-urges-extra-precautions-for-covid-as-japan-enters-holiday.html
2286,https://english.kyodonews.net/news/2021/12/d09981e5c464-breaking-news-suspected-arsonist-in-osaka-mental-clinic-fire-dies-police.html
2287,https://english.kyodonews.net/news/2021/12/8ae87046661d-kyodo-news-digest-dec-30-2021--1-.html
2288,https://english.kyodonews.net/news/2021/12/ae0b04f56298-breaking-news-nikkei-rises-49-in-2021-highest-year-end-close-since-1989.html
2289,https://english.kyodonews.net/news/2021/12/d9036c402cea-n-korea-touts-kim-on-10th-anniversary-of-becoming-supreme-commander.html
2290,https://english.kyodonews.net/news/2021/12/00d7949bfbcb-breaking-news-s-korea-court-orders-sale-of-confiscated-nippon-steel-assets.html
2291,https://english.kyodonews.net/news/2021/12/47692b31cfd8-speed-skating-kodaira-adds-1000-to-beijing-olympic-schedule.html
2292,https://english.kyodonews.net/news/2021/12/f9b13b80f1ac-focus-profit-recovery-from-pandemic-to-keep-tokyo-stocks-on-uptrend-in-2022.html
2293,https://english.kyodonews.net/news/2021/12/9257915549bb-ski-jumping-kobayashi-wins-four-hills-opening-round-in-germany.html
2294,https://english.kyodonews.net/news/2021/12/359525ac8ded-un-nuclear-nonproliferation-gathering-put-off-again-due-to-covid-19.html
2295,https://english.kyodonews.net/news/2021/12/2dba82fba65e-mcdonalds-japan-to-put-large-size-fries-back-on-menu-on-friday.html
2296,https://english.kyodonews.net/news/2021/12/14acfe13f34f-feature-japan-firms-adopt-ai-dating-app-to-help-staff-find-love-amid-pandemic.html
2297,https://english.kyodonews.net/news/2021/12/eb65fb725b04-opinion-why-we-should-work-together-with-nondemocratic-countries.html
2298,https://english.kyodonews.net/news/2021/12/04ebe1ded131-soccer-54-year-old-miura-set-to-play-for-4th-tier-club-suzuka.html
2299,https://english.kyodonews.net/news/2021/12/82b91cef7d81-tokyo-logs-76-daily-covid-19-cases-highest-level-in-over-2-months.html
2300,https://english.kyodonews.net/news/2021/12/d8487b826506-coronavirus-pandemic-latest-dec-29-2021.html
2301,https://english.kyodonews.net/news/2021/12/1e0734423647-boy-dies-after-apparent-fall-from-tokyo-hotel-mother-questioned.html
2302,https://english.kyodonews.net/news/2021/12/2615e1a2a508-hong-kong-police-raid-pro-democracy-outlet-stand-news-arrest-6.html
2303,https://english.kyodonews.net/news/2021/12/5568cffb27e7-golf-quarantine-breaker-ishikawa-tests-positive-for-covid-19.html
2304,https://english.kyodonews.net/news/2021/12/0a90abe6bf54-kyodo-news-digest-dec-29-2021--1-.html
2305,https://english.kyodonews.net/news/2021/12/5a762618ae31-china-complains-to-un-of-close-encounters-with-spacex-satellites.html
2306,https://english.kyodonews.net/news/2021/12/f49dd4d8ecbe-s-korea-conducted-military-drills-for-defense-of-disputed-islets.html
2307,https://english.kyodonews.net/news/2021/12/a74b24f371af-feature-uyghur-student-feared-dead-after-returning-to-china-from-japan.html
2308,https://english.kyodonews.net/news/2021/12/7e0d6bf3693a-focus-input-cost-rise-omicron-await-as-pm-kishida-pins-hopes-on-wage-hikes.html
2309,https://english.kyodonews.net/news/2021/12/10b90e61f934-feature-japanese-dancers-breaking-new-ground-ahead-of-paris-olympic-debut.html
2310,https://english.kyodonews.net/news/2021/12/d69ba74b302a-focus-election-year-puts-kishidas-ability-to-deliver-in-focus.html
2311,https://english.kyodonews.net/news/2021/12/08f5c33bfa20-un-nonproliferation-talks-to-be-postponed-again-due-to-pandemic.html
2312,https://english.kyodonews.net/news/2021/12/57b78d89cfe3-us-reports-record-high-daily-covid-19-cases-of-over-440000.html
2313,https://english.kyodonews.net/news/2021/12/5c7fbbe8a441-japans-princess-kako-turns-27-duties-still-curbed-due-to-pandemic.html
2314,https://english.kyodonews.net/news/2021/12/b5492f231132-coronavirus-pandemic-latest-dec-28-2021.html
2315,https://english.kyodonews.net/news/2021/12/8408bbc37110-urgent-japan-mulls-bringing-forward-covid-booster-shots-for-all-kishida.html
2316,https://english.kyodonews.net/news/2021/12/c415d6e84dcf-china-satirizes-us-applying-for-officials-visas-for-beijing-games.html
2317,https://english.kyodonews.net/news/2021/12/2c63835aecf3-former-smap-member-katori-marries-girlfriend.html
2318,https://english.kyodonews.net/news/2021/12/74d5e43bee72-biden-signs-778-bil-defense-policy-bill-with-eye-on-chinas-rise.html
2319,https://english.kyodonews.net/news/2021/12/3db40ddcf55b-prosecutors-will-not-indict-ex-pm-abe-over-dinner-spending-scandal.html
2320,https://english.kyodonews.net/news/2021/12/c0b5a4328ace-japan-telecom-giant-ntt-to-check-suppliers-for-human-rights-abuses.html
2321,https://english.kyodonews.net/news/2021/12/7dffb15a39f1-japan-pm-urges-s-korea-to-abide-by-2015-agreement-on-comfort-women.html
2322,https://english.kyodonews.net/news/2021/12/6a8c146b6f80-kyodo-news-digest-dec-28-2021--1-.html
2323,https://english.kyodonews.net/news/2021/12/34ffb99f4235-japan-to-implement-compensation-rules-for-losses-by-fukushima-rumors.html
2324,https://english.kyodonews.net/news/2021/12/2ce2b0a9d6f9-chinese-man-wanted-by-tokyo-police-for-alleged-military-linked-fraud.html
2325,https://english.kyodonews.net/news/2021/12/a40622bf74ae-govt-to-allow-people-to-take-exams-after-close-omicron-contact.html
2326,https://english.kyodonews.net/news/2021/12/7da62c2db21e-feature-chocolate-maker-thrives-with-many-disabled-staff-in-workforce.html
2327,https://english.kyodonews.net/news/2021/12/713427d06d6e-focus-japan-economy-to-expand-in-2022-but-pandemic-chip-crunch-to-weigh.html
2328,https://english.kyodonews.net/news/2021/12/699f4a5174b2-soccer-hara-suzuki-score-in-sint-truiden-win-over-eupen.html
2329,https://english.kyodonews.net/news/2021/12/bc894c0324b2-maiko-geiko-performers-in-kyoto-prepare-for-new-year.html
2330,https://english.kyodonews.net/news/2021/12/c6627acc92f4-mangoes-grown-with-hot-spring-heat-in-wintry-hokkaido-make-overseas-debut.html
2331,https://english.kyodonews.net/news/2021/12/5254f73248e7-capybaras-soak-in-yuzu-hot-bath-on-winter-solistice.html
